gene_id	gene_name	control_rep1	control_rep2	control_rep3	imatinib_rep1	imatinib_rep2	imatinib_rep3
LOC100294362	LOC100294362	9	7.012	8.029	12.051	28	14.057
LOC100303749	LOC100303749	0	0	0	0	0	1
LOC100335030	LOC100335030	14	17	10.006	5	15	17
LOC100379224	LOC100379224	0	11.539	4.765	17.469	30.38	4.463
LOC100422212	LOC100422212	0	0	0	0	0	0
LOC100422556	LOC100422556	0	2	0	3	2	0
LOC100499194	LOC100499194	0	0	0	0	0	0
LOC100499484	LOC100499484	79.435	54.933	33.305	132.429	176.984	99.684
LOC100499484-C9ORF174	LOC100499484-C9ORF174	44.604	81.827	109.697	257.621	381.845	287.316
LOC100499489	LOC100499489	4	5	0	0	2.665	0
LOC100500773	LOC100500773	0	0	0	0	0	0
LOC100505498	LOC100505498	0	0	0	0	0	0
LOC100505501	LOC100505501	3	1	4	4	1	2
LOC100505502	LOC100505502	1	0	1	0	1	2
LOC100505504	LOC100505504	0	0	0	0	0	0
LOC100505515	LOC100505515	0	0	0	0	0	0
LOC100505534	LOC100505534	1	2	0	5	2	0
LOC100505555	LOC100505555	17	18	11	10	9	7
LOC100505564	LOC100505564	33.307	38.815	26.539	13.342	6.526	14.126
LOC100505570	LOC100505570	0	0	0	0	0	0
LOC100505585	LOC100505585	6	9	3	19	21	19
LOC100505588	LOC100505588	0	0	0	0	0	0
LOC100505609	LOC100505609	0	0	0	0	0	0
LOC100505622	LOC100505622	0	0	0	0	0	0
LOC100505625	LOC100505625	0	0	0	0	0	0
LOC100505650	LOC100505650	0	0	0	0	0	0
LOC100505658	LOC100505658	1	2	2	0	2	0
LOC100505664	LOC100505664	0	0	0	0	0	0
LOC100505685	LOC100505685	0	0	0	0	0	0
LOC100505710	LOC100505710	1	0	0	4	3	1
LOC100505711	LOC100505711	0	0	0	0	0	0
LOC100505727	LOC100505727	0	0	0	0	0	0
LOC100505736	LOC100505736	0	2	0	1	0	0
LOC100505761	LOC100505761	310.308	313.435	302.472	504.337	580.727	511.874
LOC100505767	LOC100505767	13.942	16.429	10.307	44.088	53.506	35.039
LOC100505771	LOC100505771	65	62	46	68.03	106	85.192
LOC100505774	LOC100505774	0	0	0	0	0	0
LOC100505784	LOC100505784	0	0	0	0	0	0
LOC100505797	LOC100505797	0	0	0	0	0	0
LOC100505798	LOC100505798	0	0	0	0	0	0
LOC100505811	LOC100505811	0	0	0	0	0	0
LOC100505812	LOC100505812	144	151	166.234	128.027	146.001	143.053
LOC100505817	LOC100505817	0	0	1	0	1	0
LOC100505824	LOC100505824	1	0	6	2	1	1
LOC100505835	LOC100505835	0	0	0	0	0	0
LOC100505841	LOC100505841	0	0	0	0	0	0
LOC100505851	LOC100505851	0	0	0	0	0	0
LOC100505853	LOC100505853	0	0	0	0	0	0
LOC100505874	LOC100505874	95.586	113.42	100.814	143.739	129.515	140.28
LOC100505878	LOC100505878	0	0	0	0	0	0
LOC100505887	LOC100505887	0	0	0	0	0	0
LOC100505902	LOC100505902	0	0	0	1	1	0
LOC100505909	LOC100505909	9	8	9.001	11.047	20.121	3
LOC100505912	LOC100505912	0	0	0	0	0	0
LOC100505915	LOC100505915	6	9	11	10.83	9	8
LOC100505920	LOC100505920	0	0	0	0	2	1
LOC100505938	LOC100505938	5	8	4	7	13.077	0
LOC100505940	LOC100505940	0	0	0	0	0	0
LOC100505942	LOC100505942	2	1	2	13	8	10
LOC100505948	LOC100505948	0	0	0	0	0	0
LOC100505984	LOC100505984	0	0	0	0	0	0
LOC100505985	LOC100505985	0	0	0	0	0	0
LOC100506014	LOC100506014	28.318	18	34	52	52	52
LOC100506016	LOC100506016	0	0	0	0	0	0
LOC100506022	LOC100506022	1	1	0	0	0	0
LOC100506023	LOC100506023	30.895	44	32	32	32.131	17
LOC100506036	LOC100506036	2	2	8	12	23	15
LOC100506047	LOC100506047	0	1	0	0	0	0
LOC100506060	LOC100506060	69.624	64.412	59.385	82.442	116.123	101.823
LOC100506082	LOC100506082	4	1	0	10	27	15
LOC100506083	LOC100506083	9.043	4	4.002	13	21	19
LOC100506098	LOC100506098	75.93	103	80.001	164.999	162.117	127
LOC100506100	LOC100506100	48	36	33	98.296	87	62
LOC100506107	LOC100506107	0	0	0	0	0	0
LOC100506113	LOC100506113	1	1	1	2	1	1
LOC100506114	LOC100506114	6	4	5	15	25	10
LOC100506124	LOC100506124	21	17	33	41.003	47	43
LOC100506127	LOC100506127	47	71	53.001	53	62.069	57
LOC100506142	LOC100506142	1	5	4	2	10	6
LOC100506157	LOC100506157	11	14	15	15	9	13
LOC100506159	LOC100506159	0	0	0	0	0	0
LOC100506161	LOC100506161	9	11.076	4	26.015	32.204	22
LOC100506175	LOC100506175	0	0	1	1	1	0
LOC100506188	LOC100506188	0	0	0	0	0	0
LOC100506235	LOC100506235	1	3	5	8	9	5
LOC100506236	LOC100506236	0	0	0	0	0	0
LOC100506253	LOC100506253	0	0	0	0	0	0
LOC100506258	LOC100506258	0	0	0	0	2	3
LOC100506271	LOC100506271	0	0	0	0	0	0
LOC100506274	LOC100506274	0	0	0	0	0	0
LOC100506281	LOC100506281	0	0	0	0	0	0
LOC100506282	LOC100506282	38.016	31	31.925	48.073	63	41
LOC100506286	LOC100506286	1	3	3	28	37	26
LOC100506289	LOC100506289	0	0	0	0	0	0
LOC100506302	LOC100506302	156.938	163	134.639	244.999	263.57	208
LOC100506317	LOC100506317	0	0	2	0	0	0
LOC100506319	LOC100506319	5	0	4	1	1.001	1
LOC100506331	LOC100506331	0	0	0	2	1	0
LOC100506351	LOC100506351	27	23	18	79	76	69
LOC100506358	LOC100506358	1	1	0	1	0	0
LOC100506371	LOC100506371	0	0	0	0	0	0
LOC100506374	LOC100506374	3	3	3	2	4	0
LOC100506379	LOC100506379	2	7	8	14	13	8
LOC100506384	LOC100506384	0	0	0	0	0	0
LOC100506388	LOC100506388	0	0	1	1	0	0
LOC100506403	LOC100506403	0	0	0	0	0	0
LOC100506405	LOC100506405	0	1	0	0	0	0
LOC100506406	LOC100506406	0	0	0	0	0	0
LOC100506411	LOC100506411	5	0	1	3	3	2
LOC100506422	LOC100506422	0	0	0	0	0	0
LOC100506454	LOC100506454	0	0	0	2	0	0
LOC100506470	LOC100506470	0	0	0	0	0	0
LOC100506472	LOC100506472	15.718	10	2	12.379	14.494	7.684
LOC100506473	LOC100506473	135	136	123.296	147.278	174.159	137
LOC100506474	LOC100506474	0	0	0	0	0	1
LOC100506489	LOC100506489	0	0	0	0	0	0
LOC100506497	LOC100506497	0	0	0	0	0	0
LOC100506498	LOC100506498	0	0	0	0	0	0
LOC100506504	LOC100506504	16.094	9.992	9.119	19.121	15.646	11.835
LOC100506518	LOC100506518	12.068	18.002	23	31	30.021	27
LOC100506526	LOC100506526	0	0	0	0	0	0
LOC100506530	LOC100506530	0	0	0	0	0	0
LOC100506532	LOC100506532	0	0	0	0	0	0
LOC100506538	LOC100506538	50	65	66.005	99	127.113	105
LOC100506548	LOC100506548	549.027	531.852	487.056	789.72	980.811	843.933
LOC100506557	LOC100506557	0	0	0	0	1	0
LOC100506558	LOC100506558	0	0	0	0	0	0
LOC100506563	LOC100506563	0	0	0	0	0	0
LOC100506571	LOC100506571	0	3	0	1	6	1
LOC100506596	LOC100506596	10.054	10.418	2.001	0	8.45	3
LOC100506603	LOC100506603	67.662	69.142	88.594	78.955	77.799	65.758
LOC100506621	LOC100506621	0	0	0	0	3	2
LOC100506634	LOC100506634	837.533	807.483	672.202	1210.167	1327.371	1028.861
LOC100506639	LOC100506639	40	74	46.186	123	117.095	105.752
LOC100506664	LOC100506664	0	0	0	0	0	0
LOC100506675	LOC100506675	0	0	0	0	0	0
LOC100506688	LOC100506688	6	6	7	2	8	8
LOC100506691	LOC100506691	40.498	35	39	70.001	56	72.001
LOC100506710	LOC100506710	901.046	1034.984	934.628	895.149	1080.288	942.495
LOC100506713	LOC100506713	26	27	27	71	52.737	37.224
LOC100506714	LOC100506714	6	22	17.024	6	21	14.886
LOC100506730	LOC100506730	122	107	86	152.001	188.016	174
LOC100506731	LOC100506731	0	0	0	0	0	0
LOC100506734	LOC100506734	0	0	0	0	0	0
LOC100506737	LOC100506737	0	0	0	0	0	0
LOC100506746	LOC100506746	20	33.97	27.31	83	74.587	39.013
LOC100506747	LOC100506747	5	4	0	1	1	0
LOC100506753	LOC100506753	7	5	1	4	6	7
LOC100506790	LOC100506790	0	0	0	0	0	0
LOC100506791	LOC100506791	0	1	0	0	0	0
LOC100506797	LOC100506797	0	0	0	0	0	1
LOC100506827	LOC100506827	3	4	3	9	9	12
LOC100506851	LOC100506851	0	0	0	1	3	2
LOC100506858	LOC100506858	0	0	0	0	0	0
LOC100506859	LOC100506859	0	0	2	2	11	2
LOC100506860	LOC100506860	0	0	0	0	0	0
LOC100506869	LOC100506869	0	0	0	0	0	0
LOC100506870	LOC100506870	0	0	0	0	0	0
LOC100506882	LOC100506882	0	0	0	0	0	0
LOC100506885	LOC100506885	0	0	0	0	0	0
LOC100506901	LOC100506901	14	13	19	20	20.999	17
LOC100506908	LOC100506908	1	0	0	0	0	0
LOC100506922	LOC100506922	25	18	20	27.001	39	20.05
LOC100506929	LOC100506929	0	0	0	0	0	0
LOC100506937	LOC100506937	0	0	0	0	0	0
LOC100506944	LOC100506944	0	0	0	0	0	0
LOC100506974	LOC100506974	0	0	0	0	0	0
LOC100506985	LOC100506985	5	8	16	14	11.001	13
LOC100506990	LOC100506990	64.845	93.298	74.303	55.583	83.551	91.249
LOC100506999	LOC100506999	0	0	0	0	0	0
LOC100507033	LOC100507033	14	11	2	30	46	19
LOC100507054	LOC100507054	1	2	1	10	12.015	9
LOC100507071	LOC100507071	3	4	2	6	2	2
LOC100507103	LOC100507103	0	0	1	0	3	1
LOC100507131	LOC100507131	6	11	5	38	25	12
LOC100507156	LOC100507156	0	0	0	0	1	0
LOC100507165	LOC100507165	0	0	0	0	0	0
LOC100507191	LOC100507191	3	1	1	11	4	3
LOC100507195	LOC100507195	0	0	1	0	0	0
LOC100507205	LOC100507205	0	0	0	0	0	0
LOC100507210	LOC100507210	0	0	0	0	0	0
LOC100507217	LOC100507217	247.907	287.144	224	375.618	362.888	315.044
LOC100507221	LOC100507221	0	0	0	0	0	0
LOC100507236	LOC100507236	0	0	0	0	0	0
LOC100507258	LOC100507258	2	5	2	2	9	2
LOC100507277	LOC100507277	0	0	0	0	0	0
LOC100507316	LOC100507316	161	140	152.442	146.291	165	168.435
LOC100507336	LOC100507336	1	4	2	2	6	3
LOC100507346	LOC100507346	3.461	1.077	4.194	1.095	1.075	1.088
LOC100507351	LOC100507351	0	0	0	1	0	1
LOC100507353	LOC100507353	0	0	0	0	0	0
LOC100507373	LOC100507373	56	51	43.02	144.123	177.01	106
LOC100507384	LOC100507384	0	0	0	0	0	0
LOC100507387	LOC100507387	0	0	0	0	0	0
LOC100507395	LOC100507395	6	9	4	9	12	6
LOC100507403	LOC100507403	1	0	0	0	3	1
LOC100507412	LOC100507412	236.58	278	300.02	576.197	633.398	376.336
LOC100507420	LOC100507420	0	0	0	0	0	0
LOC100507424	LOC100507424	5.296	4.286	8.523	7.871	3.184	3.167
LOC100507443	LOC100507443	0	0	0	0	0	0
LOC100507460	LOC100507460	338.944	377	358.915	202	213	263
LOC100507461	LOC100507461	0	0	0	0	0	0
LOC100507462	LOC100507462	2	5.011	3	7	7.006	9
LOC100507464	LOC100507464	0	0	0	0	0	0
LOC100507468	LOC100507468	0	0	0	0	0	0
LOC100507472	LOC100507472	10	6	5	10	16	18
LOC100507480	LOC100507480	0	0	0	0	0	0
LOC100507487	LOC100507487	12	6	9	43.053	72	54.597
LOC100507507	LOC100507507	44	52	36	14	15	14
LOC100507513	LOC100507513	0	0	0	0	0	0
LOC100507520	LOC100507520	164.051	162	133.365	711.096	840.057	572.936
LOC100507521	LOC100507521	0	0	0	0	0	0
LOC100507530	LOC100507530	1	0	0	0	4	1
LOC100507534	LOC100507534	0	0	0	0	0	0
LOC100507547	LOC100507547	48.145	31.313	43.144	160.872	155.981	132.017
LOC100507548	LOC100507548	0	0	0	0	0	0
LOC100507554	LOC100507554	4	8	3	18	7	7
LOC100507560	LOC100507560	0	0	0	0	0	0
LOC100507562	LOC100507562	0	0	0	0	0	0
LOC100507577	LOC100507577	91.397	109.752	97.207	229.111	306.816	174.421
LOC100507599	LOC100507599	60	113	76.004	70.022	108	96
LOC100507600	LOC100507600	1	0	0	0	2	1
LOC100507616	LOC100507616	0	0	0	0	0	0
LOC100507634	LOC100507634	46	43	34	138	155.338	112
LOC100507642	LOC100507642	0	0	0	0	0	0
LOC100507656	LOC100507656	22	12	10	78.077	103	26
LOC100507657	LOC100507657	0	0	0	0	0	2
LOC100507670	LOC100507670	1.392	6	4	27.271	19.589	13.939
LOC100507747	LOC100507747	10	3	1	5	6	9
LOC100508046	LOC100508046	0	0	0	0	0	0
LOC100508631	LOC100508631	36	39	46	63	87	65
LOC100509303	LOC100509303	0	0	0	0	0	0
LOC100509620	LOC100509620	0	0	0	0	3	0
LOC100510707	LOC100510707	0	0	0	0	1.038	0
LOC100616530	LOC100616530	0	0	0	0	0	0
LOC100630918	LOC100630918	55.049	47	37	171	147	79
LOC100630923	LOC100630923	294.288	268.605	188.704	140.04	166.992	134.503
LOC100652736	LOC100652736	448.192	345.666	299.607	169	189	254.284
LOC100652758	LOC100652758	8	18.026	5	36	40.044	29
LOC100652768	LOC100652768	3	6	4.322	5	14.242	11.991
LOC100652777	LOC100652777	0	0	0	0	0	0
LOC100652807	LOC100652807	0	0	0	0	0	0
LOC100652824	LOC100652824	0	0	3	0	1	0
LOC100652901	LOC100652901	9	9	11	16	4	5
LOC100652911	LOC100652911	0	0	0	0	0	2
LOC100652930	LOC100652930	0	0	0	1	0	0
LOC100652931	LOC100652931	0	0	0	0	0	0
LOC100653005	LOC100653005	0	0	2	3	1	1
LOC100653133	LOC100653133	0	3	0	0	0	1
LOC100653233	LOC100653233	0	1	0	0	0	0
LOC100653515	LOC100653515	0	0	0	0	0	0
LOC100862671	LOC100862671	144	125	134.158	155	185.859	187.077
LOC100996246	LOC100996246	0	0	0	1	1	0
LOC100996249	LOC100996249	0	0	0	0	0	0
LOC100996255	LOC100996255	3	1	3	32	37	22.09
LOC100996266	LOC100996266	0	0	0	0	0	0
LOC100996273	LOC100996273	6	12	4	5	6	11
LOC100996274	LOC100996274	0	1	0	2	2	1
LOC100996288	LOC100996288	1	1	0	1	2	2
LOC100996290	LOC100996290	0	0	0	0	0	0
LOC100996294	LOC100996294	0	2.045	0	3.12	0	7
LOC100996301	LOC100996301	7	13	12.758	38.429	58	40
LOC100996316	LOC100996316	19.313	13.019	8.389	22.68	34.025	14
LOC100996318	LOC100996318	2	5	2.138	9.749	2.16	0
LOC100996335	LOC100996335	0	0	0	0	0	0
LOC100996337	LOC100996337	0	0	0	0	0	0
LOC100996338	LOC100996338	0	0	0	0	0	0
LOC100996342	LOC100996342	0	0	0	0	0	0
LOC100996345	LOC100996345	0	0	0	0	0	0
LOC100996349	LOC100996349	0	0	0	0	0	0
LOC100996350	LOC100996350	5	8	7	3	10	12
LOC100996365	LOC100996365	0	0	0	0	0	0
LOC100996369	LOC100996369	0	0	0	0	0	0
LOC100996379	LOC100996379	0	0	0	3.388	2	1
LOC100996385	LOC100996385	0	0	0	0	0	0
LOC100996401	LOC100996401	0	0	0	1	5	2
LOC100996404	LOC100996404	0	0	0	0	0	0
LOC100996405	LOC100996405	0	0	0	0	0	0
LOC100996414	LOC100996414	0	0	0	0	0	0
LOC100996415	LOC100996415	0	0	0	0	0	0
LOC100996419	LOC100996419	15	9	19	48	75	26
LOC100996425	LOC100996425	8	6	10	9	4	11
LOC100996428	LOC100996428	0	0	0	0	0	0
LOC100996433	LOC100996433	0	0	0	0	0	0
LOC100996442	LOC100996442	10.85	31.654	33.073	41.941	32.386	10.784
LOC100996455	LOC100996455	0	0	0	1	0	0
LOC100996457	LOC100996457	0	0	0	1	0	0
LOC100996465	LOC100996465	0	0	0	0	0	0
LOC100996478	LOC100996478	0	0	0	0	0	0
LOC100996482	LOC100996482	1	0	0	0	0	0
LOC100996492	LOC100996492	1	0	0	1	0	0
LOC100996497	LOC100996497	83.425	86.457	66.364	158.977	189.594	135.148
LOC100996506	LOC100996506	14	11.059	7	19.055	13.033	8.027
LOC100996517	LOC100996517	0	1.042	1.02	4.433	2.137	3.111
LOC100996521	LOC100996521	0	0	0	0	0	0
LOC100996535	LOC100996535	6	5	4	1	3	6
LOC100996549	LOC100996549	0	0	0	0	0	0
LOC100996557	LOC100996557	0	0	0	0	0	0
LOC100996570	LOC100996570	0	0	0	0	0	0
LOC100996571	LOC100996571	0	0	0	0	0	0
LOC100996573	LOC100996573	60	71.063	60.128	90.001	91.152	74
LOC100996574	LOC100996574	2	2	3	5	2	3
LOC100996598	LOC100996598	1	0	0	0	0	0
LOC100996602	LOC100996602	0	0	0	0	0	0
LOC100996624	LOC100996624	3	2	0	10	13	8
LOC100996630	LOC100996630	0	0	0	0	0	0
LOC100996634	LOC100996634	11	24	15	31	34	36
LOC100996637	LOC100996637	0	0	0	0	0	0
LOC100996643	LOC100996643	4.691	0	5.367	17.836	25.301	14.456
LOC100996645	LOC100996645	0	0	0	0	0	0
LOC100996660	LOC100996660	16	14	15	25	52	46
LOC100996662	LOC100996662	0	0	0	0	0	0
LOC100996663	LOC100996663	0	0	0	0	0	0
LOC100996664	LOC100996664	0	1	0	0	0	0
LOC100996665	LOC100996665	0	0	0	0	0	0
LOC100996668	LOC100996668	0	0	0	0	0	0
LOC100996681	LOC100996681	0	0	0	0	1	0
LOC100996693	LOC100996693	4	1	0	5	7	1
LOC100996695	LOC100996695	0	0	0	0	1	0
LOC100996696	LOC100996696	0	1.002	0	0	3.011	1.001
LOC100996701	LOC100996701	0	0	0	0	0	0
LOC100996713	LOC100996713	0	0	0	3.309	5.782	6.587
LOC100996717	LOC100996717	70.964	91.621	77.38	41.105	53.286	58.03
LOC100996721	LOC100996721	0	0	0	0	0	0
LOC100996723	LOC100996723	763.936	865.727	704.377	110.739	133.572	202.09
LOC100996724	LOC100996724	791.31	921.909	813.438	184.4	219.173	127.857
LOC100996732	LOC100996732	0	0	0	14.067	0	1
LOC100996735	LOC100996735	36.811	28.907	26.379	51.56	66.256	30.625
LOC100996740	LOC100996740	14.888	30.945	5.847	34.916	45.003	29.924
LOC100996741	LOC100996741	97.184	113.763	111.786	111.597	134.69	116.637
LOC100996746	LOC100996746	19.739	30.076	23	22.086	28.475	29
LOC100996756	LOC100996756	0	8	0	0	1	0
LOC100996758	LOC100996758	0	0	0	0	0	0
LOC100996760	LOC100996760	0	0	0	0	0	0
LOC100996761	LOC100996761	0	1.033	0	4.633	2.178	1.071
LOC100996763	LOC100996763	18.495	11.782	17.049	10.003	16.582	2.472
LOC100996770	LOC100996770	0	0	0	0	0	0
LOC100996792	LOC100996792	0	0	0	0	0	0
LOC100996792-2	LOC100996792	0	0	0	0	0	0
LOC100996808	LOC100996808	11.11	13.077	4	10.088	17.247	21.151
LOC100996813	LOC100996813	0	0	0	0	0	0
LOC100996873	LOC100996873	0	1	2	10	11	8
LOC100996876	LOC100996876	0	0	0	0	0	0
LOC100996902	LOC100996902	0	0	0	0	0	0
LOC100996909	LOC100996909	86.907	101.399	63.779	55.61	88.577	68.713
LOC101054525	LOC101054525	3	0	0	8	1	1.507
LOC101059906	LOC101059906	6	12	11	22	27.004	29
LOC101059914	LOC101059914	0	0	0	0	0	0
LOC101059915	LOC101059915	0	0	0	0	1	0
LOC101059936	LOC101059936	40.679	54.795	52.919	111.923	112.913	73.378
LOC101059948	LOC101059948	0	0	1	0	1	0
LOC101059949	LOC101059949	221.935	251.385	300.078	599.761	682.048	503.888
LOC101059954	LOC101059954	1	0	0	0	0	0
LOC101059976	LOC101059976	30.105	41.365	19.302	17.124	25.118	25
LOC101060004	LOC101060004	0	0	0	0	0	0
LOC101060017	LOC101060017	0	0	0	0	0	0
LOC101060024	LOC101060024	0	0	0	0	0	0
LOC101060026	LOC101060026	6	8	9.958	14.139	26.813	9.805
LOC101060038	LOC101060038	0	0	0	0	0	0
LOC101060060	LOC101060060	4.692	0	2.496	0	0	1.11
LOC101060085	LOC101060085	0	0	0	0	0	0
LOC101060097	LOC101060097	0	0	0	0	0	0
LOC101060106	LOC101060106	7	4	0	7	1	3
LOC101060128	LOC101060128	0	0	0	0	0	0
LOC101060153	LOC101060153	0	0	0	0	0	0
LOC101060157	LOC101060157	151	88	79	219.391	319	166
LOC101060179	LOC101060179	3	3	1	11	1	9
LOC101060181	LOC101060181	0	0	5	6	3	5
LOC101060183	LOC101060183	0	0	0	0	0	0
LOC101060187	LOC101060187	0	0	0	0	0	0
LOC101060195	LOC101060195	39	42	43	64	69	64
LOC101060211	LOC101060211	0	0	0	0	0	0
LOC101060212	LOC101060212	76.656	49.765	50.204	80.65	78.472	42.435
LOC101060216	LOC101060216	189.975	199.739	196.13	338.69	373.498	248.589
LOC101060233	LOC101060233	0	1	0	0	1	0
LOC101060236	LOC101060236	0	0	0	0	0	0
LOC101060254	LOC101060254	0	1	0	0	1	0
LOC101060264	LOC101060264	38	53	37.011	28	18.061	31
LOC101060301	LOC101060301	0	0	0	0	0	0
LOC101060321	LOC101060321	9.587	8.293	0	5.551	6.32	1.497
LOC101060341	LOC101060341	0	3.011	3.02	3.012	9.006	6.034
LOC101060351	LOC101060351	12.633	16.914	13.688	71.067	77.451	9.29
LOC101060363	LOC101060363	0	0	0	0	0	0
LOC101060376	LOC101060376	50.374	28.49	20.478	111.043	122.236	96.758
LOC101060389	LOC101060389	16.216	23.941	17.463	58.566	79.503	63.705
LOC101060391	LOC101060391	0	0	0	0	0	0
LOC101060398	LOC101060398	81.327	85.432	64.519	40.481	35.008	49.711
LOC101060400	LOC101060400	5	13	7	16	26	27
LOC101060494	LOC101060494	137.624	137.179	130.071	263.672	296.164	175.972
LOC101060498	LOC101060498	0	0	0	0	0	0
LOC101060532	LOC101060532	5.694	3.803	2.237	18.077	35.197	23.339
LOC101060553	LOC101060553	0	0	0	5	1	0
LOC101060569	LOC101060569	0	0	0	0	0	0
LOC101060581	LOC101060581	82.157	93.697	89.877	152.173	206.501	111.356
LOC101060626	LOC101060626	9.003	7.485	7.774	13.668	19.75	9.224
LOC101060632	LOC101060632	23.035	33.759	22.524	98.664	80.602	46.726
LOC101241902	LOC101241902	0	0	1	0	2	4
LOC101409256	LOC101409256	3	15	6	2	4	2
LOC101448202	LOC101448202	21	6	6	2	3	8
LOC101559451	LOC101559451	6	6	3	8.567	6	11
LOC101593348	LOC101593348	11	14	8	13	7	4
LOC101805489	LOC101805489	0	0	0	0	0	0
LOC101805491	LOC101805491	0	0	0	0	0	0
LOC101926886	LOC101926886	0	0	0	0	1	0
LOC101926887	LOC101926887	0	0	0	0	2	0
LOC101926889	LOC101926889	0	0	1	0	0	1
LOC101926893	LOC101926893	31	20	44.081	38	60	20
LOC101926894	LOC101926894	9.877	10.343	9.724	19.037	19.138	16.308
LOC101926895	LOC101926895	2	3	3	4	6	7
LOC101926896	LOC101926896	0	1	0	0	0	0
LOC101926897	LOC101926897	1	0	1	2	1	3
LOC101926899	LOC101926899	0	0	0	0	0	0
LOC101926900	LOC101926900	0	0	0	0	0	0
LOC101926901	LOC101926901	18.435	20.233	21.062	29.569	38.101	30.776
LOC101926902	LOC101926902	0	0	0	2	1	2
LOC101926904	LOC101926904	0	0	0	0	0	0
LOC101926905	LOC101926905	0	0	0	0	0	0
LOC101926907	LOC101926907	4	8	7	3	4	6
LOC101926909	LOC101926909	2	3	2	3	1	0
LOC101926912	LOC101926912	0	0	3	0	0	0
LOC101926916	LOC101926916	6	4	2	1	2	2
LOC101926917	LOC101926917	12.798	7	22.01	36	41	14.14
LOC101926918	LOC101926918	14.65	37.001	16.001	31.124	53.402	29.925
LOC101926920	LOC101926920	9	9	10	12	17	9
LOC101926921	LOC101926921	0	0	0	0	0	0
LOC101926922	LOC101926922	13	13	15	42	72.001	33.004
LOC101926923	LOC101926923	0	0	0	0	0	0
LOC101926929	LOC101926929	0	0	0	0	0	0
LOC101926931	LOC101926931	0	1	0	1	1	1
LOC101926934	LOC101926934	0	0	0	0	0	0
LOC101926935	LOC101926935	3	0	2	11	8	4
LOC101926936	LOC101926936	0	0	2	2.051	2.041	3.019
LOC101926937	LOC101926937	0	0	0	0	0	0
LOC101926940	LOC101926940	0	0	0	0	0	0
LOC101926943	LOC101926943	0	0	0	0	1.002	0
LOC101926948	LOC101926948	0	0	0	0	0	0
LOC101926951	LOC101926951	0	0	0	0	0	0
LOC101926952	LOC101926952	0	0	0	0	0	0
LOC101926953	LOC101926953	0	0	0	0	0	0
LOC101926956	LOC101926956	0	0	0	0	0	0
LOC101926958	LOC101926958	0	0	0	0	0	0
LOC101926959	LOC101926959	0	0	0	0	0	0
LOC101926960	LOC101926960	0	0	0	0	0	0
LOC101926961	LOC101926961	0	0	0	0	0	2
LOC101926965	LOC101926965	0	0	0	0	0	0
LOC101926966	LOC101926966	0	0	1	0	0	0
LOC101926967	LOC101926967	23	13	11.156	326.793	400.054	192.553
LOC101926968	LOC101926968	0	1	0	0	2	0
LOC101926969	LOC101926969	0	0	0	0	0	0
LOC101926970	LOC101926970	1	3	1	0	7	1
LOC101926972	LOC101926972	0	0	0	0	0	0
LOC101926974	LOC101926974	0	0	0	0	0	0
LOC101926975	LOC101926975	0	0	0	0	0	0
LOC101926977	LOC101926977	9	3	3	1	8	6
LOC101926980	LOC101926980	100.09	98	115.397	119.75	161.407	109.391
LOC101926982	LOC101926982	0	0	0	0	0	0
LOC101926983	LOC101926983	0	0	0	0	0	0
LOC101926985	LOC101926985	0	0	0	0	0	0
LOC101926989	LOC101926989	0	0	0	0	0	0
LOC101926992	LOC101926992	0	0	0	0	0	0
LOC101926994	LOC101926994	9	19	9	25	42	22.103
LOC101926997	LOC101926997	0	2	2	1	0	0
LOC101926998	LOC101926998	0	0	0	0	0	0
LOC101926999	LOC101926999	0	0	0	0	0	0
LOC101927000	LOC101927000	0	0	0	5	0	0
LOC101927002	LOC101927002	14	21	4	56.063	41.87	32
LOC101927008	LOC101927008	0	0	0	0	0	0
LOC101927009	LOC101927009	0	0	0	0	0	0
LOC101927010	LOC101927010	0	0	0	0	0	0
LOC101927011	LOC101927011	0	2	3	4	8	1
LOC101927012	LOC101927012	0	0	0	0	0	0
LOC101927013	LOC101927013	0	0	0	0	0	0
LOC101927016	LOC101927016	0	0	0	0	0	0
LOC101927018	LOC101927018	7	10	7	8	11	9
LOC101927019	LOC101927019	0	0	0	0	0	0
LOC101927022	LOC101927022	0	0	0	0	0	0
LOC101927023	LOC101927023	0	0	0	0	0	0
LOC101927024	LOC101927024	0	0	0	0	0	0
LOC101927025	LOC101927025	0	0	0	0	0	0
LOC101927026	LOC101927026	0	0	0	0	0	0
LOC101927028	LOC101927028	0	0	0	0	0	0
LOC101927029	LOC101927029	0	0	0	0	0	0
LOC101927030	LOC101927030	1	1	1	13	12	7
LOC101927031	LOC101927031	0	0	0	0	0	0
LOC101927032	LOC101927032	0	0	0	0	0	0
LOC101927037	LOC101927037	0	0	0	0	0	0
LOC101927038	LOC101927038	0	0	0	0	0	0
LOC101927039	LOC101927039	0	0	0	0	0	0
LOC101927042	LOC101927042	0	0	0	0	1	0
LOC101927044	LOC101927044	1	0	2.167	2.732	3	14
LOC101927045	LOC101927045	27	52	41	93	113.032	66
LOC101927046	LOC101927046	0	0	0	0	0	0
LOC101927050	LOC101927050	11.231	9.478	11.476	14.723	14.493	13.547
LOC101927051	LOC101927051	1.002	2.004	0	5.047	2.018	5
LOC101927052	LOC101927052	0	0	0	0	0	0
LOC101927053	LOC101927053	7	2	0	2	0	0
