gene_id	gene_name	control_rep1	control_rep2	control_rep3	nilotinib_rep1	nilotinib_rep2	nilotinib_rep3
LOC102724373	LOC102724373	0	0	0	0	0	0
LOC102724374	LOC102724374	78.756634	85.296742	93.432057	38.641057	37.980483	50.711979
LOC102724375	LOC102724375	0	0	0	0	0	0
LOC102724376	LOC102724376	1.954606	2.517074	1.909431	0.878661	1.569389	1.579144
LOC102724377	LOC102724377	2.697786	5.260221	4.820884	2.239529	2.143387	1.96027
LOC102724378	LOC102724378	0.095638	0.059868	0.146744	0.052039	0.105591	0.101022
LOC102724379	LOC102724379	0	0	0	0	0	0
LOC102724380	LOC102724380	0	0	0	0	0	0
LOC102724381	LOC102724381	0	0	0	0	0	0
LOC102724382	LOC102724382	0	0	0	0	0	0
LOC102724383	LOC102724383	0	0	0	0.072161	0	0
LOC102724384	LOC102724384	0.140997	0	0.07224	0.458439	0.384496	0.507413
LOC102724385	LOC102724385	0	0.050376	0	0	0	0
LOC102724386	LOC102724386	0	0	0	0	0	0
LOC102724387	LOC102724387	0.060857	0	0	0.116597	0.102591	0.083646
LOC102724389	LOC102724389	0	0	0.796125	0	0	0
LOC102724391	LOC102724391	0.64474	0.506767	1.069971	0.528264	0.449985	0.960724
LOC102724392	LOC102724392	0	0	0	0	0	0
LOC102724393	LOC102724393	0	0	0	0	0	0
LOC102724394	LOC102724394	0.831471	0.777563	0.770914	1.232945	0.979934	1.886604
LOC102724395	LOC102724395	0	0	0	0	0	0
LOC102724396	LOC102724396	3.649088	3.73682	2.110732	0	0.498644	0
LOC102724397	LOC102724397	0.356246	0.876294	0.585433	0.980083	0.700013	0
LOC102724398	LOC102724398	0	0.118745	0	0	0	0
LOC102724399	LOC102724399	0	0	0	0	0	0
LOC102724400	LOC102724400	2.138978	0	1.134751	0	1.201729	1.254236
LOC102724402	LOC102724402	0	0	0.244522	0	0	0
LOC102724403	LOC102724403	0	0	0	0	0	0
LOC102724404	LOC102724404	0	0	0	0	0	0
LOC102724405	LOC102724405	0	0	0	0	0	0
LOC102724406	LOC102724406	0	0	0	0	0	0
LOC102724407	LOC102724407	0	0	0	0	0	0
LOC102724409	LOC102724409	16.261325	20.596876	34.443648	15.444654	19.0906	26.378846
LOC102724410	LOC102724410	0	0	0	0	0	0
LOC102724411	LOC102724411	0	0	0	0	0	0
LOC102724412	LOC102724412	0.027304	0	0	0	0	0
LOC102724413	LOC102724413	0.682928	1.360151	1.601658	0.963142	0.979796	0.685258
LOC102724414	LOC102724414	0	0	0	0	0	0
LOC102724415	LOC102724415	0	0	0	0	0	0
LOC102724416	LOC102724416	0	0	0	0	0.154215	0
LOC102724417	LOC102724417	0	0	0	0	0	0
LOC102724418	LOC102724418	0	0	0	0	0	0
LOC102724419	LOC102724419	0	0	0	0	0	0
LOC102724420	LOC102724420	1.075579	0.222471	0.45992	1.355329	2.323008	2.343702
LOC102724421	LOC102724421	0	0	0	0	0	0
LOC102724422	LOC102724422	2.062518	0	0	1.192026	0	0
LOC102724423	LOC102724423	0.03021	0	0	0	0	0.09781
LOC102724424	LOC102724424	0	0	0	0	0	0
LOC102724425	LOC102724425	0.128462	0	0.132238	0	0	0
LOC102724426	LOC102724426	3.422963	3.195867	5.80239	4.889727	4.223043	4.40782
LOC102724427	LOC102724427	0	0	0	0	0	0
LOC102724428	LOC102724428	1.111901	1.033225	0.75583	0.14015	0.19485	0.298424
LOC102724429	LOC102724429	0	0	0	0	0	0
LOC102724432	LOC102724432	0	0.884623	0.251859	0.514274	0	0.424482
LOC102724433	LOC102724433	0	0	0	0	0	0
LOC102724434	LOC102724434	0	0	0	0	0	0
LOC102724435	LOC102724435	0	0	0	0	0	0
LOC102724436	LOC102724436	0.840946	0.934442	0.760046	0.600082	0.432126	0.417781
LOC102724438	LOC102724438	0	0	0	0	0	0
LOC102724439	LOC102724439	0	0	0	0	0	0
LOC102724440	LOC102724440	0	0	0	0	0	0
LOC102724441	LOC102724441	15.601807	26.159053	17.351931	10.288105	12.158096	11.644878
LOC102724442	LOC102724442	0	0	0	0	0	0
LOC102724443	LOC102724443	0.211778	0.771802	2.845132	0.672988	0	0
LOC102724444	LOC102724444	0	0	0	0	0	0
LOC102724445	LOC102724445	7.539256	7.294842	8.538088	7.264022	7.193584	7.527081
LOC102724446	LOC102724446	0	0	0	0	0	0
LOC102724448	LOC102724448	0	0	0	0	0	0.164631
LOC102724449	LOC102724449	3.246028	2.328672	7.098689	6.747737	4.316904	7.745269
LOC102724450	LOC102724450	3.444018	5.819515	6.056488	0.930539	1.676697	1.217189
LOC102724451	LOC102724451	0.677281	0.75158	0.884606	0.90963	0.73922	1.259398
LOC102724452	LOC102724452	0	0	0	0	0	0
LOC102724453	LOC102724453	0	0	0	0	0	0
LOC102724454	LOC102724454	0	0	0	0	0	0
LOC102724455	LOC102724455	1.539847	1.914351	3.237862	2.4356	2.470843	3.485137
LOC102724456	LOC102724456	0	0	0	0	0	0
LOC102724457	LOC102724457	0	0	0	0	0	0
LOC102724458	LOC102724458	0	0	0	0	0	0
LOC102724460	LOC102724460	0	0	0	0	0	0
LOC102724461	LOC102724461	0	0	0	0	0	0
LOC102724462	LOC102724462	0.673852	1.420925	1.181933	1.515833	1.434902	2.011758
LOC102724463	LOC102724463	0.365891	0	0.376238	0.382123	0.358053	0
LOC102724464	LOC102724464	0	0	0	0	0	0
LOC102724465	LOC102724465	10.185122	13.018582	15.458626	9.908313	9.033213	5.293984
LOC102724466	LOC102724466	2.686578	3.024559	3.365554	1.424729	1.391351	1.02285
LOC102724467	LOC102724467	0.701501	0.61188	0.287526	0	0	0
LOC102724469	LOC102724469	0	0	0	0	0	0
LOC102724470	LOC102724470	0	0	0	0	0	0
LOC102724471	LOC102724471	0	0	0	0	0	0
LOC102724472	LOC102724472	0	0	0	0	0	0
LOC102724473	LOC102724473	0.435628	0.881784	0	0	0.185277	0
LOC102724474	LOC102724474	0.146393	0.321506	0.261842	0.239462	0.203263	0.117567
LOC102724475	LOC102724475	0	0	0	0	0	0
LOC102724476	LOC102724476	0.903327	1.126189	2.545373	1.303778	0.847818	0.792894
LOC102724477	LOC102724477	0	0	0.201622	0	0	0
LOC102724478	LOC102724478	0	0	0	0	0	0
LOC102724479	LOC102724479	3.344546	0	1.989601	2.788084	0.635764	2.881632
LOC102724480	LOC102724480	0	0	0	0	0	0
LOC102724481	LOC102724481	0	0	0	0	0	0
LOC102724482	LOC102724482	0	0	0	0	0	0
LOC102724483	LOC102724483	0	1.112427	0.888213	4.867974	6.261963	3.959881
LOC102724484	LOC102724484	0	0	0	0	0	0
LOC102724485	LOC102724485	0	0	0	0	0	0
LOC102724486	LOC102724486	0	0	0	0	0	0
LOC102724487	LOC102724487	0.118342	0	0.121729	0.127187	0.125943	0.806897
LOC102724488	LOC102724488	0.014893	0	0	0	0	0
LOC102724489	LOC102724489	0	0	0	0	0	0
LOC102724490	LOC102724490	0.094199	0.047468	0.249968	0.247346	0.126785	0.288704
LOC102724491	LOC102724491	0	0	0	0	0	0
LOC102724492	LOC102724492	0	0	0	0	0	0
LOC102724493	LOC102724493	0.272412	0.128271	0.208767	0.074301	0.075752	0.073152
LOC102724494	LOC102724494	0	0	0	0	0	0
LOC102724495	LOC102724495	0	0	0	0	0	0
LOC102724496	LOC102724496	0	0	0	0	0	0
LOC102724497	LOC102724497	0	0	0	0	0	0
LOC102724498	LOC102724498	0	0	0	0	0	0
LOC102724499	LOC102724499	2.222769	3.563922	3.198354	1.614614	1.687559	2.323077
LOC102724500	LOC102724500	0	0	0	0	0	0
LOC102724501	LOC102724501	0.923535	3.463038	0.928972	3.106826	0	0
LOC102724502	LOC102724502	0	0.114422	0	0	0	0
LOC102724503	LOC102724503	0	0	0	0	0	0
LOC102724504	LOC102724504	0	1.799363	2.210958	0.971105	1.217908	0
LOC102724505	LOC102724505	0	0	0	0	0	0
LOC102724506	LOC102724506	0	0	0	0	0	0
LOC102724507	LOC102724507	0	0	0	0	0	0.032404
LOC102724508	LOC102724508	0.07015	0.262234	0.071881	0.076034	0.382667	0.144318
LOC102724509	LOC102724509	0	0	1.989601	0	0	0
LOC102724510	LOC102724510	0	0	0	0	0	0
LOC102724511	LOC102724511	0	0	0	0	0	0
LOC102724512	LOC102724512	0	0	0	0	0	0
LOC102724513	LOC102724513	0	0	0	0	0	0
LOC102724514	LOC102724514	0.187775	0	0	0	0	0
LOC102724515	LOC102724515	0.979724	0.849666	0.905515	1.056648	1.474843	2.049675
LOC102724516	LOC102724516	6.572128	9.024853	10.583415	9.389839	8.051655	6.904571
LOC102724517	LOC102724517	5.123745	5.327811	6.774189	3.994149	4.431129	4.820258
LOC102724518	LOC102724518	0.082596	0.078009	0.063233	0.045168	0	0.045102
LOC102724519	LOC102724519	1.705344	2.041427	2.975382	3.108009	2.063039	1.043953
LOC102724520	LOC102724520	0	0	0	0	0	0
LOC102724521	LOC102724521	0	0	0	0	0	0
LOC102724524	LOC102724524	0	0.092835	0	0	0	0
LOC102724527	LOC102724527	0	0	0	0	0	0
LOC102724528	LOC102724528	1.744112	1.496933	1.674831	1.492431	1.664138	2.015889
LOC102724529	LOC102724529	0	0	0	0	0	0
LOC102724530	LOC102724530	0	0	0	0	0	0
LOC102724531	LOC102724531	0	0	0	0	0	0
LOC102724532	LOC102724532	5.613983	6.579688	7.301897	12.165669	15.923555	19.721925
LOC102724533	LOC102724533	0	0	0	0	0	0
LOC102724534	LOC102724534	0	0	0	0	0	0
LOC102724535	LOC102724535	1.444307	1.439567	1.404668	0.662408	1.014054	0.775757
LOC102724536	LOC102724536	0	0	0	0	0	0.011351
LOC102724537	LOC102724537	1.739355	0.947108	2.214984	6.469754	4.53706	4.662491
LOC102724538	LOC102724538	0	0	0	0	0	0
LOC102724539	LOC102724539	0	0	0	0	0	0
LOC102724540	LOC102724540	0	0	0	0	0	0
LOC102724541	LOC102724541	2.774944	2.389521	2.301082	0.64497	1.516993	0.409726
LOC102724542	LOC102724542	0	0	0	0	0	0
LOC102724543	LOC102724543	0	0	0	0	0.017838	0
LOC102724544	LOC102724544	0	1.316041	1.088333	0	0	0
LOC102724545	LOC102724545	0	0	0	0	0	0
LOC102724548	LOC102724548	0.880866	0.272163	1.810955	0	0.705998	0.21644
LOC102724549	LOC102724549	0	2.078332	0	1.398421	2.586934	0
LOC102724550	LOC102724550	0.010557	0	0	0	0	0
LOC102724551	LOC102724551	0	0	0	0	0	0
LOC102724552	LOC102724552	0.030692	0.078751	0.085117	0.050401	0.051735	0.045522
LOC102724553	LOC102724553	0	0	0	0	0	0
LOC102724554	LOC102724554	7.459905	6.929033	10.644653	5.885489	5.905229	8.327683
LOC102724555	LOC102724555	0.081732	0	0	0	0	0
LOC102724556	LOC102724556	0.906172	0	4.474915	0	0	0
LOC102724557	LOC102724557	0	0	0	0.22264	0	0
LOC102724558	LOC102724558	0	0	0	0	0	0.120962
LOC102724559	LOC102724559	0.316696	0.228441	0.287577	0.858196	0.508721	0.8521
LOC102724560	LOC102724560	0.077021	0	0	0	0.157919	0
LOC102724561	LOC102724561	0	0	0	0	0	0
LOC102724562	LOC102724562	0.220994	0.332357	0.436422	1.134271	0.697139	0.712362
LOC102724564	LOC102724564	0	0	0	0	0	0
LOC102724565	LOC102724565	0	0	0	0	0	0
LOC102724566	LOC102724566	2.377109	0	1.54894	0	0	0
LOC102724567	LOC102724567	0	0	0	0	0	0
LOC102724568	LOC102724568	0.659107	0	0	1.372133	0	0.564682
LOC102724569	LOC102724569	0.410864	0.293254	0.300449	0.318742	0.257705	0.55082
LOC102724570	LOC102724570	0	1.11607	4.457428	0	0	0.994883
LOC102724571	LOC102724571	0	0	0	0	0	0
LOC102724572	LOC102724572	0	0	0	0	0	0
LOC102724573	LOC102724573	0	0	0	0	0	0
LOC102724574	LOC102724574	0	0	0	0	0	0
LOC102724575	LOC102724575	0	0	0	0	0	0
LOC102724576	LOC102724576	0	0	0	0	0	0
LOC102724577	LOC102724577	2.723322	0	2.695765	0	1.824098	0
LOC102724578	LOC102724578	0	0	0	0	0	0
LOC102724579	LOC102724579	0	0	0	0	0	0
LOC102724580	LOC102724580	0	0	0	0	0	0
LOC102724581	LOC102724581	0.742038	0.262239	0.87145	0.685026	0.794623	0.732642
LOC102724582	LOC102724582	0	0	1.326401	0	0	0
LOC102724583	LOC102724583	2.634316	2.099721	5.12011	2.335332	1.824573	3.200884
LOC102724584	LOC102724584	0.086366	0	0.022041	0	0.024181	0.070658
LOC102724585	LOC102724585	0	0	0	0	0	0
LOC102724586	LOC102724586	0	0	0	0	0	0
LOC102724587	LOC102724587	0	0.118576	0	0	0	0.095554
LOC102724588	LOC102724588	0	0	0	0	0	0
LOC102724589	LOC102724589	0	0	0	0	0	0
LOC102724590	LOC102724590	0	0	0	0	0	0
LOC102724591	LOC102724591	0	0	0	0	0	0
LOC102724592	LOC102724592	0	0	0	0	0	0
LOC102724593	LOC102724593	0	0	0	0	0	0
LOC102724594	LOC102724594	11.036197	20.860486	15.217534	6.267078	11.354386	12.412691
LOC102724595	LOC102724595	0	0	0	0	0	0
LOC102724596	LOC102724596	0.205131	0.103841	0.171439	0.271074	0.110026	0
LOC102724597	LOC102724597	0	0.180299	0	0	0	0
LOC102724598	LOC102724598	0	0	0	0	0	0
LOC102724599	LOC102724599	0	0	0	0	0	0
LOC102724601	LOC102724601	0.683189	0.210552	0.702907	0.730094	1.251559	1.10143
LOC102724603	LOC102724603	0	0	0	0	0	0
LOC102724604	LOC102724604	0	0	0	0	0	0
LOC102724605	LOC102724605	0	0	0	0	0	0
LOC102724606	LOC102724606	0	0	0	0	0	0
LOC102724607	LOC102724607	1.245829	1.194022	1.547662	1.036922	0.748401	1.192738
LOC102724608	LOC102724608	0.40736	0.333978	0.13984	0	0	0
LOC102724609	LOC102724609	0	0	0	0	0	0
LOC102724610	LOC102724610	0	0	0.075442	0	0	0
LOC102724611	LOC102724611	0.274799	0.381606	0.280258	0.050198	0.082631	0.162389
LOC102724612	LOC102724612	0	0	0	0	0	0
LOC102724613	LOC102724613	0	0	0	0	0	0
LOC102724614	LOC102724614	2.645916	4.933637	6.553716	3.411158	1.385625	1.762471
LOC102724615	LOC102724615	0.089319	0	0	0	0	0
LOC102724616	LOC102724616	0	0	0	0	0	0
LOC102724617	LOC102724617	0	0	0	0	0	0
LOC102724618	LOC102724618	0	0	0	0	0	0
LOC102724619	LOC102724619	0	0	0	0	0	0
LOC102724620	LOC102724620	0	0.858622	0.511327	0.655749	0.407578	0
LOC102724621	LOC102724621	0.275933	0	0.603876	0.555367	0.625612	1.229018
LOC102724622	LOC102724622	0	0	0	0	0	0
LOC102724623	LOC102724623	0	0	0	0	0	0
LOC102724624	LOC102724624	0	0	0.094422	0	0	0
LOC102724625	LOC102724625	0	0	0	0	0	0
LOC102724626	LOC102724626	0.390396	0	0	0	0.401263	0
LOC102724627	LOC102724627	0	0	0	0	0	0
LOC102724628	LOC102724628	0	0	0	0	0	0
LOC102724629	LOC102724629	0	0	0	0	0	0
LOC102724630	LOC102724630	0	0.078267	0.064224	0	0	0
LOC102724631	LOC102724631	0	0	0	0	0	0
LOC102724632	LOC102724632	0	0	0	0	0	0
LOC102724633	LOC102724633	0	0	0	0	0	0
LOC102724634	LOC102724634	0	0	0	0	0	0
LOC102724637	LOC102724637	0	0	0	0	0	0
LOC102724638	LOC102724638	0	0	0	0	0	0
LOC102724640	LOC102724640	1.84707	1.154346	0	0	0	0
LOC102724641	LOC102724641	3.090268	2.276885	5.059462	5.010715	2.983369	6.232905
LOC102724642	LOC102724642	0.867165	1.159638	1.031972	0.523079	0.498192	0.586233
LOC102724643	LOC102724643	0.060964	0	0	0	0.066835	0.063391
LOC102724644	LOC102724644	0	0	0	0	0	0
LOC102724645	LOC102724645	1.278869	0.630061	1.184761	2.05836	0.948266	0.739809
LOC102724646	LOC102724646	0	0	0	0	0	0
LOC102724647	LOC102724647	0	0	0	0	0	0
LOC102724648	LOC102724648	0	0	1.061539	0	0	0
LOC102724649	LOC102724649	0	0	0	0	0	0
LOC102724650	LOC102724650	0	0	0	0	0	0
LOC102724651	LOC102724651	0	0	0	0	0	0
LOC102724652	LOC102724652	0	0	0.167524	0	0	0
LOC102724653	LOC102724653	0	0	0	0	0	0.028615
LOC102724654	LOC102724654	0	0	0	0	0	0
LOC102724655	LOC102724655	0	0	0	0	0	0
LOC102724657	LOC102724657	0	0	0.102328	0.054401	0.055149	0
LOC102724659	LOC102724659	0.106466	0.201234	0.235414	0.155341	0.079657	0.058348
LOC102724660	LOC102724660	2.753721	3.77695	4.413223	2.330738	1.541212	1.601176
LOC102724661	LOC102724661	0	0	0	0	0	0
LOC102724662	LOC102724662	0.334707	0.204667	0.518017	0	0.174031	0.310119
LOC102724663	LOC102724663	0	0	0	0	0	0
LOC102724664	LOC102724664	0	0	0	0	0	0
LOC102724665	LOC102724665	0	0	0	0	0	0
LOC102724666	LOC102724666	0	0	0	0	0	0
LOC102724667	LOC102724667	0.077695	0.195899	0.095133	0.187125	0.453971	0.119556
LOC102724668	LOC102724668	0.959237	0.740614	0.619376	0.519501	0.76436	0.137947
LOC102724669	LOC102724669	0	0	0	0	0	0
LOC102724670	LOC102724670	0	0.120566	0	0	0.209323	0.097009
LOC102724671	LOC102724671	0	0	0	0	0	0
LOC102724672	LOC102724672	0	0	0	0	0	0
LOC102724675	LOC102724675	0	0.144247	0.195886	0.083567	0.042534	0
LOC102724676	LOC102724676	0	0	0	0.118969	0.040397	0
LOC102724678	LOC102724678	0	0	0	0	0	0
LOC102724679	LOC102724679	0	0	0	0	0	0
LOC102724680	LOC102724680	0	0	0	0	0	0
LOC102724681	LOC102724681	0.067948	0.24976	0.153082	0.161408	0.291035	0.104837
LOC102724682	LOC102724682	0	0	0	0	0	0
LOC102724683	LOC102724683	0	0.237666	0	0	0	0
LOC102724684	LOC102724684	0	0.462441	0	0	0	0
LOC102724685	LOC102724685	0.107194	0.134038	0.1097	0.291331	0.412944	0.50601
LOC102724686	LOC102724686	0	0	0	0	0	0
LOC102724687	LOC102724687	0	0	0	0	0.11897	0
LOC102724688	LOC102724688	0	0	0	0	0	0
LOC102724689	LOC102724689	0	0	0	0	0	0
LOC102724690	LOC102724690	0	0	0	0	0	0
LOC102724691	LOC102724691	0.048889	0	0	0	0	0
LOC102724692	LOC102724692	0	0	0	0	0	0
LOC102724693	LOC102724693	0	0	0	0	0	0
LOC102724694	LOC102724694	0	0	0	0	0	0
LOC102724695	LOC102724695	0	0.197991	0.333682	0	0	0.602686
LOC102724696	LOC102724696	0	0	0.293912	0	0	0
LOC102724697	LOC102724697	0.301334	0.236298	0.153997	0.205338	0.460322	0.120842
LOC102724698	LOC102724698	0	0	0	0	0	0
LOC102724699	LOC102724699	0.835886	0.893816	0.964877	1.048257	0.496664	0.580956
LOC102724700	LOC102724700	0	0	0	0	0	0
LOC102724702	LOC102724702	0	0	0	0	0.174961	0
LOC102724703	LOC102724703	0.43458	1.040425	0.444015	1.428431	0	0.354606
LOC102724704	LOC102724704	0	0	0	0	0	0
LOC102724705	LOC102724705	17.271756	24.790349	26.353133	20.748671	15.649155	22.56642
LOC102724707	LOC102724707	0	0	0	0	0	0
LOC102724708	LOC102724708	0.906769	0.940503	1.704145	2.127363	0.98645	1.004087
LOC102724709	LOC102724709	1.449056	1.681792	1.650734	2.40455	2.208183	3.528905
LOC102724710	LOC102724710	0.15526	0	0.079591	0	0	0
LOC102724711	LOC102724711	0.040229	0.100893	0.041127	0.043841	0.133794	0.085773
LOC102724712	LOC102724712	0	0	0	0	0	0
LOC102724713	LOC102724713	0.697483	0	0.71984	0	0	0
LOC102724714	LOC102724714	0	0	0	0	0	0
LOC102724715	LOC102724715	0.203623	0.191072	0.937529	0.221471	0.504998	0.75002
LOC102724716	LOC102724716	0	0	0	0	0	0
LOC102724717	LOC102724717	0	0	0	0	0	0
LOC102724718	LOC102724718	0	0	0	0	0	0
LOC102724719	LOC102724719	0	0	0	0	0	0
LOC102724720	LOC102724720	0	0.270119	0.112308	0	0.350438	0
LOC102724721	LOC102724721	0	0	0	0	0	0
LOC102724722	LOC102724722	0	2.232139	3.565943	0.99562	0.904079	0.994883
LOC102724723	LOC102724723	0	0	0	0	0	0
LOC102724724	LOC102724724	0	0	0	0	0	0
LOC102724728	LOC102724728	0	0	0	0	0	0
LOC102724729	LOC102724729	0	0	0	0	0	0
LOC102724730	LOC102724730	0.614213	0.713475	0.482364	0.387325	0.449233	0.28273
LOC102724731	LOC102724731	4.584035	2.164381	2.076922	8.572598	3.294248	2.242846
LOC102724732	LOC102724732	0	0	0	0	0	0
LOC102724733	LOC102724733	0.874556	0.783108	0.510949	0.136118	0.138399	0.13296
LOC102724734	LOC102724734	0	0	0	0	0	0
LOC102724735	LOC102724735	0	0	0	0	0	0
LOC102724736	LOC102724736	0.515041	0	0	0.542721	0	0
LOC102724737	LOC102724737	0	0	0	0.150235	0.151267	0
LOC102724738	LOC102724738	0	0	0	0	0	0
LOC102724739	LOC102724739	0	0.825927	0	0.718474	0	0
LOC102724740	LOC102724740	0.046395	0.029196	0	0.050719	0	0
LOC102724741	LOC102724741	0	0	0	0	0	0
LOC102724742	LOC102724742	0	0	0	0	0	0
LOC102724743	LOC102724743	0	0	0	0	0	0
LOC102724744	LOC102724744	0	0	0	0	0	0
LOC102724745	LOC102724745	0	0	0	0	0	0
LOC102724746	LOC102724746	0	0	0	0	0	0
LOC102724747	LOC102724747	0.935214	0	0	0	0.431341	0
LOC102724748	LOC102724748	1.038601	1.051991	1.22509	1.262503	1.638763	1.916968
LOC102724749	LOC102724749	0	0	0	0	0	0
LOC102724751	LOC102724751	0.423772	0.588478	0.31572	0.305856	0.036745	0.217995
LOC102724752	LOC102724752	0	0	0	0	0	0
LOC102724753	LOC102724753	0	0	0	0	0	0
LOC102724754	LOC102724754	0	0	0	0	0	0
LOC102724755	LOC102724755	0	0	0	0	0	0
LOC102724756	LOC102724756	0	0	0	0	0	0
LOC102724757	LOC102724757	1.156544	1.212421	1.270767	0.559752	1.118688	1.055994
LOC102724758	LOC102724758	0.298026	0	0.20406	0	0.213485	0.098816
LOC102724759	LOC102724759	0.336766	0.281703	0.038245	0	0	0.040027
LOC102724761	LOC102724761	0	0	0	0	0	0
LOC102724762	LOC102724762	0	0	0	0	0	0
LOC102724763	LOC102724763	0	0	0	0	0	0
LOC102724764	LOC102724764	0	0	0	0	0	0
LOC102724765	LOC102724765	0.794863	1.577601	1.670129	0.596967	0.267492	0.116994
LOC102724766	LOC102724766	0	0	0	0	0	0
LOC102724767	LOC102724767	0	0	0	0	0	0
LOC102724768	LOC102724768	0	0	0	0	0	0
LOC102724770	LOC102724770	11.426702	12.900054	16.324989	14.726739	21.254329	26.269987
LOC102724771	LOC102724771	0	0	0	0	0	0
LOC102724772	LOC102724772	0	0	0	0	0	0
LOC102724774	LOC102724774	0	0	0	0	0	0
LOC102724775	LOC102724775	0	0	0	0	0	0
LOC102724776	LOC102724776	0	0	0	0	0	0
LOC102724777	LOC102724777	0	0	0	0	0	0
LOC102724778	LOC102724778	0	0	0	0	0	0
LOC102724779	LOC102724779	0	0	0	0	0	0
LOC102724780	LOC102724780	2.006728	0.801401	1.326401	0	0	1.152653
LOC102724781	LOC102724781	27.279995	20.031834	24.835571	21.388379	23.596037	33.973779
LOC102724782	LOC102724782	1.851356	1.965101	3.884439	2.583831	3.29341	3.483071
LOC102724783	LOC102724783	3.344828	2.511452	2.772692	1.25851	1.011908	2.073471
LOC102724784	LOC102724784	0	0	0	0	0	0
LOC102724785	LOC102724785	0	0	0	0	0	0
LOC102724786	LOC102724786	0	0	0	0	0	0
LOC102724788	LOC102724788	0.130894	0.055017	0.089033	0.143322	0.212563	0.160054
LOC102724790	LOC102724790	0	0	0	0	0	0
LOC102724791	LOC102724791	1.081907	1.361439	1.546527	1.497902	1.909146	2.51004
LOC102724792	LOC102724792	0	0	0.118118	0.042201	0.129769	0.105502
LOC102724793	LOC102724793	0	0	0	0	0	0
LOC102724794	LOC102724794	0	0	0	0	0	0
LOC102724795	LOC102724795	0.625688	0.480044	0.355209	0.379192	0.270549	0.522273
LOC102724796	LOC102724796	0	0	0	0	0	0
LOC102724797	LOC102724797	1.089338	0.793396	1.576099	0	0.665907	0.773245
LOC102724798	LOC102724798	0	0	0	0	0	0
LOC102724799	LOC102724799	0	0	0	0	0	0
LOC102724800	LOC102724800	0	0	0	0	0	0
LOC102724801	LOC102724801	0	0	0	0	0	0
LOC102724802	LOC102724802	0	0	0	0	0	0
LOC102724803	LOC102724803	0	0	0	0	0	0
LOC102724804	LOC102724804	0.020122	0	0	0	0	0
LOC102724805	LOC102724805	3.790904	2.547509	3.507065	3.896522	3.947388	3.984619
LOC102724806	LOC102724806	0.052061	0.021869	0.070839	0.075966	0	0.095153
LOC102724807	LOC102724807	0	0	0	0	0	0
LOC102724808	LOC102724808	0	0	0	0.178431	0	0
LOC102724809	LOC102724809	0	0	0	0	0	0
LOC102724810	LOC102724810	5.664597	0	0	0	0	0
LOC102724811	LOC102724811	0.810238	0.434534	0.479205	0.914927	0.734329	1.031172
LOC102724812	LOC102724812	0	0	0.208502	0	0	0
LOC102724814	LOC102724814	3.285393	2.509032	3.255146	4.268389	3.763913	4.915649
LOC102724815	LOC102724815	0	0	0	0	0	0
LOC102724817	LOC102724817	0	0	0	0	0	0
LOC102724818	LOC102724818	0	0	0	0	0	3.974428
LOC102724819	LOC102724819	0	0	0	0	0	0
LOC102724820	LOC102724820	0	0	0	0	0	0
LOC102724821	LOC102724821	0	0	0	0	0	0
LOC102724824	LOC102724824	0	0	0.045816	0	0	0
LOC102724825	LOC102724825	0	0	0	0	0	0
LOC102724826	LOC102724826	2.94224	2.657494	2.164937	1.543053	7.007456	5.970969
LOC102724827	LOC102724827	5.463194	4.567277	2.755936	2.834338	1.042738	4.043897
LOC102724828	LOC102724828	96.918819	100.228308	102.944057	48.376169	57.299296	66.13987
LOC102724829	LOC102724829	0	0	0	0	0	0
LOC102724830	LOC102724830	0.829512	0	0	0	0	0
LOC102724831	LOC102724831	0	0	0.621652	0.483501	0	1.41962
LOC102724832	LOC102724832	0	0	0.613068	0	1.165324	0
LOC102724833	LOC102724833	2.850514	2.669776	4.406706	2.765787	3.1266	3.005882
LOC102724834	LOC102724834	0	0	0	0	0	0
LOC102724835	LOC102724835	0	0	0	0	0	0
LOC102724836	LOC102724836	0	0	0	0	0	0
LOC102724837	LOC102724837	0	0	0	0	0	0
LOC102724838	LOC102724838	0	0	0	0	0	0
LOC102724839	LOC102724839	0	0	0	0	0	0
LOC102724840	LOC102724840	0	0	0.424018	0	0	0
LOC102724841	LOC102724841	0	0.092595	0.152474	0	0	0
LOC102724842	LOC102724842	2.8627	4.09496	4.598267	1.186082	2.722861	2.365202
LOC102724844	LOC102724844	0	0	0	0	0	0
LOC102724845	LOC102724845	0	1.783536	1.450814	0	0	0
LOC102724846	LOC102724846	0	0	0	0	0	0
LOC102724847	LOC102724847	0	0	0	0	0	0
LOC102724848	LOC102724848	3.430374	0	0.836257	0	0	0.886052
LOC102724849	LOC102724849	0	0	0	0	0	0
LOC102724850	LOC102724850	0	0	0	0	0	0
LOC102724851	LOC102724851	2.237975	2.005579	2.746812	2.720225	2.810171	3.545891
LOC102724852	LOC102724852	3.231974	5.006623	5.983354	0	2.177018	1.436697
LOC102724854	LOC102724854	0	0	0	0	0	0
LOC102724855	LOC102724855	0.494993	0.299397	0.255821	0	0.249588	0
LOC102724856	LOC102724856	0	0	0	0	0	0
LOC102724857	LOC102724857	0	0	0	0	0	0
LOC102724858	LOC102724858	0	0	0	0	0	0
LOC102724859	LOC102724859	0.483304	0	1.473705	0	0	0
LOC102724860	LOC102724860	0	0	0	0	0	0
